,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
319,0.39,2.02,0.19,0.23,13.3,29.6,0.47,50.2,0.31,0.54,0.85,18.1,0.62,0.23,0.85,1.55,1.71
328,0.48,2.12,0.2,0.0,16.9,32.3,1.12,85.7,0.51,0.16,0.61,18.1,0.32,0.38,0.58,0.9,0.96
337,0.13,1.79,0.07,0.13,22.6,38.4,0.99,151.0,0.0,0.13,1.06,19.0,0.66,0.4,0.79,1.06,1.13
342,0.59,3.6,0.13,0.07,15.4,36.6,0.59,70.9,1.8,0.37,0.37,12.4,0.48,0.48,0.66,1.4,3.2
344,0.86,3.43,0.19,0.16,12.6,32.6,1.18,68.3,0.33,0.61,0.45,12.9,1.02,0.33,0.98,1.18,2.73
345,0.06,3.12,0.02,0.83,38.7,66.0,4.01,381.8,6.11,1.02,1.21,15.2,0.06,0.83,0.7,0.7,0.32
352,0.58,2.72,0.14,0.1,35.2,60.8,1.89,172.5,2.96,0.53,0.34,10.3,0.15,0.34,0.63,1.21,0.87
353,0.46,2.84,0.16,0.05,10.8,31.3,0.52,44.8,0.26,0.21,0.41,13.8,0.82,0.31,0.93,2.27,3.56
356,0.27,2.79,0.1,0.38,48.9,76.3,2.24,351.8,3.55,0.71,0.98,14.6,0.16,0.98,0.87,0.66,0.05
358,0.35,2.62,0.14,0.35,13.8,29.3,0.92,96.1,0.5,0.5,0.64,14.9,0.28,0.64,0.78,1.63,2.27
361,0.64,2.92,0.18,0.06,15.6,35.7,1.52,79.9,0.47,0.53,0.41,15.8,0.64,0.35,0.88,1.11,3.1
365,0.38,3.58,0.11,0.28,37.2,56.1,3.21,261.8,2.08,0.38,0.94,15.4,0.19,0.38,0.85,1.51,0.94
384,0.36,2.35,0.1,0.12,10.5,27.3,0.84,65.8,0.18,0.18,0.6,18.2,1.02,0.48,0.96,2.05,1.51
389,0.13,2.38,0.06,0.04,18.6,39.9,1.97,180.4,2.2,0.18,1.03,16.8,0.27,0.49,1.21,1.26,0.31
407,0.47,3.18,0.15,0.22,21.1,41.8,0.84,126.3,1.35,0.55,0.66,10.6,1.06,0.29,0.88,1.02,3.47
411,0.34,2.18,0.13,0.17,18.1,39.3,1.55,124.4,0.46,0.17,0.75,19.5,0.92,0.63,1.38,1.61,2.64
415,0.71,2.06,0.31,0.21,20.4,45.0,2.41,136.5,0.71,0.64,0.92,18.1,0.99,1.06,0.99,1.35,2.2
416,0.15,1.56,0.1,0.15,25.6,46.1,1.33,149.6,1.19,0.37,1.26,21.4,0.44,1.41,1.78,0.81,2.0
421,0.51,2.17,0.23,0.05,8.48,23.1,0.56,68.5,0.76,0.3,0.71,15.8,0.15,0.3,0.91,1.01,0.71
423,0.35,2.54,0.11,0.07,8.87,23.5,0.42,40.8,0.28,0.28,0.35,16.1,1.27,0.35,0.92,0.77,3.24
437,0.65,3.55,0.18,0.0,14.3,31.7,0.32,55.2,0.32,0.32,0.11,15.9,1.29,0.0,0.54,2.15,3.66
439,1.08,4.86,0.22,0.0,36.8,62.2,2.16,230.3,1.08,0.54,0.54,19.2,0.0,0.81,1.35,2.7,0.27
454,0.45,2.73,0.17,0.36,35.7,60.8,1.73,184.6,0.73,0.55,1.91,22.6,0.27,0.36,1.82,0.82,1.18
456,0.38,2.46,0.16,0.21,37.5,56.2,1.69,197.2,2.5,0.55,0.64,17.4,0.04,0.72,0.51,0.72,0.34
462,0.21,2.34,0.09,0.0,11.7,26.6,0.43,52.1,0.64,0.21,0.64,16.6,0.64,0.21,0.85,2.34,4.04
484,0.42,2.45,0.15,0.11,24.1,40.3,0.72,145.2,0.87,0.3,0.49,17.8,0.04,0.53,0.6,0.64,0.45
486,0.44,2.81,0.16,0.09,13.1,29.6,1.05,73.2,0.35,0.26,0.0,12.6,0.18,0.18,0.53,0.79,1.49
487,0.21,2.01,0.1,0.12,19.4,41.7,0.66,178.9,5.11,0.21,1.08,13.4,0.63,1.86,1.65,0.99,0.24
493,0.3,2.2,0.14,0.1,18.6,40.6,0.4,69.8,0.95,0.25,0.9,22.9,1.05,0.85,1.65,2.5,3.9
499,0.18,1.46,0.13,0.14,16.5,30.5,0.18,51.9,0.59,0.23,0.96,15.9,1.1,0.68,0.73,1.23,2.6
500,0.36,2.18,0.17,0.36,13.3,31.6,0.18,52.0,0.55,0.55,0.91,18.9,0.73,0.0,0.55,2.73,2.73
510,0.52,2.9,0.15,0.14,16.0,33.7,0.14,36.0,0.19,0.29,0.52,18.0,0.95,0.19,0.9,1.62,4.67
516,0.34,2.63,0.13,0.17,14.0,32.1,1.69,107.5,0.68,0.51,0.59,20.0,0.59,0.34,0.51,1.61,0.59
518,0.23,1.94,0.12,0.05,12.2,29.7,0.37,65.1,0.83,0.18,0.28,10.6,0.78,0.18,0.41,2.53,4.06
521,0.13,2.56,0.05,0.0,16.7,38.6,1.15,133.7,1.15,0.13,0.26,15.3,0.26,0.64,0.51,2.31,2.95
527,0.27,2.63,0.06,0.23,26.9,52.2,2.52,217.1,2.1,0.53,0.76,14.1,0.11,1.26,1.15,1.3,3.13
536,0.14,2.11,0.07,0.14,39.0,57.1,1.74,365.2,1.69,0.33,0.7,12.6,0.33,0.75,0.94,0.85,0.75
538,0.61,3.6,0.12,0.18,17.5,34.9,1.83,142.7,2.01,0.49,0.18,7.93,0.06,0.12,0.49,0.18,0.12
541,0.42,2.53,0.15,0.11,15.9,35.3,0.47,94.9,0.79,0.32,0.74,21.7,0.84,0.63,0.84,1.58,1.68
545,0.2,2.65,0.08,0.41,11.6,29.6,2.04,104.5,0.41,0.61,1.22,16.9,0.2,0.41,1.22,2.86,3.06
551,0.8,3.98,0.2,0.0,21.5,41.3,0.88,117.3,0.18,0.09,0.44,14.5,0.53,0.18,0.53,1.95,3.63
562,1.04,3.49,0.22,0.38,16.0,33.7,0.61,76.5,0.38,0.66,0.09,12.8,1.37,0.19,0.57,0.8,2.36
571,0.0,2.41,0.0,0.0,13.8,29.1,0.0,38.4,0.34,0.0,1.55,24.7,0.0,0.52,0.69,2.59,3.97
572,0.2,2.24,0.09,0.1,22.9,46.8,1.53,167.3,2.24,0.31,0.71,20.0,0.31,0.31,1.02,2.35,0.41
590,0.38,2.13,0.18,0.09,12.0,33.0,0.6,75.1,0.43,0.26,0.21,10.1,1.11,0.13,0.51,2.47,4.38
610,0.29,1.94,0.07,0.16,17.3,37.9,1.59,132.3,1.42,0.26,0.84,22.8,0.42,0.58,1.13,2.2,0.78
622,0.71,4.34,0.16,0.18,28.0,49.2,0.27,117.3,0.71,0.44,0.0,9.03,0.88,0.62,0.35,1.33,5.13
623,0.35,2.46,0.14,0.0,10.5,21.8,0.18,49.4,0.35,0.35,0.26,16.5,1.14,0.7,0.26,1.32,0.44
626,0.57,2.17,0.18,0.0,13.8,29.7,0.97,81.1,0.34,0.23,0.23,14.9,0.29,0.4,0.51,1.49,1.37
629,0.29,2.21,0.13,0.36,19.4,38.6,1.14,126.7,0.71,0.57,0.64,17.4,0.71,0.29,1.14,1.86,1.07
631,0.14,2.22,0.06,0.14,31.9,51.3,2.5,232.8,1.25,0.28,0.97,19.0,0.14,0.69,1.67,0.97,0.69
634,0.9,3.62,0.18,0.07,23.1,41.6,0.56,128.4,0.83,0.47,0.3,15.1,0.5,0.4,0.47,1.2,0.6
635,0.33,2.27,0.13,0.28,12.2,29.5,0.62,77.3,0.81,0.38,0.52,18.2,0.9,0.71,1.42,0.95,1.09
637,0.43,3.19,0.02,0.31,47.2,71.1,1.93,280.1,2.05,0.63,0.83,14.2,0.0,1.57,1.3,0.75,0.2
638,0.25,2.98,0.06,0.08,13.9,31.1,2.02,121.1,0.92,0.21,0.38,10.9,0.34,0.17,0.63,1.39,1.3
641,0.28,2.25,0.13,0.0,12.7,34.1,0.56,57.2,0.56,0.0,0.85,21.0,0.7,0.28,0.28,2.68,5.07
652,0.26,2.78,0.09,0.13,14.5,34.9,1.26,129.4,1.62,0.23,0.58,14.7,0.71,0.45,0.97,1.46,2.01
656,0.38,3.01,0.11,0.38,30.5,49.4,2.15,190.6,1.29,0.86,0.57,14.1,0.33,0.86,1.2,1.44,1.0
658,0.21,1.95,0.09,0.14,19.1,41.4,1.54,108.4,0.68,0.51,0.79,15.2,0.92,0.65,1.23,1.88,2.53
662,0.82,3.56,0.23,0.0,19.3,40.5,0.55,61.6,0.0,0.0,1.37,13.8,1.37,0.41,0.41,1.23,4.93
665,0.51,1.8,0.19,0.22,23.2,39.7,0.51,113.8,0.34,0.34,0.73,12.6,0.73,0.45,0.45,0.73,1.18
666,0.4,2.59,0.09,0.12,19.8,43.9,0.55,55.8,1.15,0.26,0.23,13.3,1.35,0.32,0.75,1.35,9.05
667,0.57,3.46,0.16,0.15,21.6,42.9,1.52,151.9,0.61,0.53,0.8,22.4,0.23,0.65,0.72,1.52,1.41
668,0.53,3.98,0.13,0.09,23.4,46.3,1.42,149.5,0.71,0.27,0.27,11.2,0.71,0.35,0.44,0.88,2.12
669,0.24,3.9,0.06,0.73,13.2,29.8,1.71,79.3,0.24,0.73,0.49,10.7,0.98,0.49,0.49,0.98,2.68
670,0.68,2.32,0.29,0.17,17.6,33.7,1.14,110.3,0.38,0.25,1.22,19.4,0.38,0.72,1.18,1.9,1.14
671,0.57,2.71,0.21,0.33,36.5,59.9,3.85,363.8,1.97,0.84,1.17,18.4,0.1,0.47,0.97,1.4,0.13
673,0.3,3.03,0.1,0.0,29.7,47.3,0.61,164.2,1.21,0.3,0.61,13.6,0.3,0.61,0.91,1.52,1.21
680,0.18,3.21,0.06,0.0,24.3,43.4,1.25,142.0,1.25,0.0,1.25,22.3,0.18,1.25,1.96,1.07,0.89
681,0.44,2.65,0.14,0.07,19.6,40.4,0.44,70.1,0.44,0.22,0.29,17.9,0.74,0.51,0.66,0.96,6.03
682,0.5,2.51,0.17,0.0,16.9,33.1,0.88,131.4,0.59,0.17,0.33,14.1,0.0,0.33,0.33,0.59,0.33
683,0.89,2.89,0.31,0.22,18.9,38.9,0.67,64.7,0.22,0.44,0.22,7.78,0.44,0.0,0.67,3.56,1.33
688,0.47,3.65,0.1,0.25,18.4,39.9,1.87,147.4,1.11,0.58,0.28,10.5,1.06,0.19,0.61,1.28,2.65
693,0.41,2.3,0.18,0.16,14.7,32.8,1.64,101.4,0.9,0.16,0.49,14.3,0.33,0.33,0.74,1.97,1.97
703,0.24,2.46,0.08,0.05,17.0,38.6,0.68,120.6,1.06,0.19,0.58,16.5,0.63,0.48,0.68,1.21,3.96
708,0.2,1.92,0.08,0.12,15.5,34.6,1.52,111.8,0.96,0.28,0.84,19.4,1.08,0.48,0.84,1.76,3.72
712,0.19,2.34,0.03,0.06,15.0,39.4,0.63,56.1,1.2,0.06,0.06,16.0,1.77,0.38,0.82,2.09,8.48
717,0.24,2.14,0.11,0.0,12.1,35.0,1.43,105.2,0.95,0.24,0.48,19.3,0.71,0.71,0.95,1.9,1.9
724,0.62,1.73,0.36,0.12,12.5,28.8,0.37,80.7,0.62,0.37,0.74,15.7,0.37,0.25,0.86,1.6,1.73
741,0.2,2.4,0.08,0.2,13.8,37.2,3.0,102.6,1.2,0.6,0.8,22.8,0.2,0.0,1.4,1.8,3.6
