,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
1411,0.0,1.14,0.0,0.2,49.0,69.9,0.27,235.4,2.08,0.4,0.87,13.8,1.34,1.34,1.48,1.21,2.21
1413,0.0,0.75,0.0,0.0,38.5,58.1,0.6,151.2,1.06,0.08,0.75,15.9,1.21,0.94,1.7,1.36,1.21
1416,0.16,1.05,0.11,0.31,46.9,62.5,0.35,233.2,1.24,0.43,1.32,16.0,1.01,1.05,0.62,0.81,0.5
1417,0.09,0.33,0.29,0.09,91.4,109.6,1.91,398.5,0.28,0.19,2.23,24.3,0.42,1.16,1.77,1.91,0.33
1419,0.13,0.93,0.14,0.0,37.2,58.5,0.46,157.9,0.79,0.07,0.86,18.6,2.72,1.85,1.92,2.85,2.78
1422,0.12,2.2,0.06,0.12,62.6,84.1,0.73,220.7,0.61,0.49,2.44,21.3,1.1,1.1,1.71,2.44,1.71
1424,0.0,0.18,0.0,0.0,45.3,60.9,0.55,191.3,0.0,0.18,1.64,18.0,1.45,1.45,1.82,2.18,1.45
1434,0.16,1.97,0.08,0.0,27.4,50.1,1.42,138.0,1.1,0.08,2.13,25.7,1.81,1.42,2.05,3.62,1.73
1438,0.03,1.42,0.02,0.0,41.3,61.2,0.91,221.8,0.27,0.09,2.0,17.8,1.18,2.61,1.45,1.67,0.82
1444,0.28,1.43,0.12,0.14,46.8,68.7,0.45,136.6,1.9,0.2,0.73,15.4,1.23,1.68,1.82,0.84,0.95
1445,0.06,1.59,0.04,0.06,30.6,47.0,0.57,117.8,1.08,0.06,1.25,13.7,1.19,0.91,1.25,2.1,1.53
1451,0.0,0.55,0.0,0.12,33.8,55.3,0.43,114.1,1.46,0.28,0.91,17.1,0.79,1.69,0.75,1.26,0.39
1454,0.05,1.2,0.05,0.16,37.1,49.5,0.65,151.9,0.05,0.38,0.65,11.6,0.43,0.6,1.09,0.43,0.71
1458,0.0,2.21,0.0,0.0,22.2,47.0,3.15,218.5,3.36,0.07,1.01,22.3,0.27,0.81,1.61,1.81,0.74
1459,0.09,1.5,0.06,0.0,19.4,37.3,1.73,156.7,0.58,0.18,1.95,23.7,0.71,1.33,1.68,1.81,0.84
1461,0.0,0.3,0.0,0.1,56.7,74.9,0.59,255.9,0.89,0.4,0.69,14.4,0.79,1.88,1.78,1.19,0.5
1466,0.17,1.22,0.14,0.0,38.6,60.8,0.78,168.3,0.56,0.17,1.89,22.4,2.22,1.94,1.5,1.89,1.22
1471,0.06,1.16,0.05,0.0,36.3,55.1,1.79,233.9,0.46,0.06,2.08,18.6,0.75,1.68,1.1,1.33,0.81
1475,0.15,1.52,0.1,0.15,20.9,37.4,0.3,134.1,0.61,0.15,0.91,20.0,0.76,2.12,1.82,1.97,1.06
1478,0.0,0.93,0.0,0.05,51.4,70.0,1.59,238.6,0.42,0.28,1.64,21.9,1.21,2.06,1.31,2.01,1.21
1484,0.08,1.31,0.0,0.0,30.1,48.5,0.46,160.2,1.15,0.15,0.69,16.8,0.62,1.38,1.62,1.85,0.62
1488,0.26,1.85,0.14,0.22,41.6,58.8,0.95,191.3,0.86,0.52,0.6,14.3,0.17,0.65,1.08,0.82,0.3
1494,0.07,0.73,0.1,0.03,43.2,59.9,0.42,192.6,0.1,0.03,1.08,13.7,2.26,1.74,1.35,1.6,2.64
1495,0.23,1.84,0.13,0.08,28.6,51.7,1.17,260.4,0.74,0.16,1.91,18.6,1.17,2.23,2.03,1.95,1.02
1496,0.23,1.72,0.13,0.13,43.9,60.5,0.74,219.3,0.84,0.39,0.81,18.6,0.39,0.71,0.58,1.04,0.55
