,Pos,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
0,FW,0.0,2.22,0.0,0.12,11.1,33.0,0.86,74.7,0.25,0.25,0.86,23.5,0.86,0.99,1.23,2.22,2.72
1,FW,0.5,2.71,0.15,0.12,14.6,32.4,1.14,76.8,0.7,0.35,0.64,13.6,0.9,0.44,0.96,1.25,2.39
2,FW,0.31,2.16,0.14,0.13,14.8,33.7,0.75,83.0,0.48,0.18,0.4,14.6,0.66,0.44,1.1,1.37,2.47
3,FW,0.39,1.94,0.15,0.26,22.0,41.5,0.63,72.2,0.59,0.3,0.82,17.1,1.05,0.49,0.79,1.32,5.07
4,FW,0.82,3.15,0.26,0.0,14.5,34.5,1.51,90.1,0.41,0.55,0.55,14.0,0.82,0.41,0.96,1.1,2.74
5,FW,0.11,2.18,0.05,0.34,14.3,28.6,0.46,62.9,0.23,0.69,0.34,12.9,0.11,0.46,0.92,0.8,1.84
6,FW,0.2,2.06,0.1,0.05,11.2,29.1,1.23,132.8,1.42,0.34,0.34,23.3,0.05,0.64,0.93,1.52,0.74
7,FW,0.06,2.55,0.02,0.12,25.1,48.4,2.06,281.3,1.88,0.18,0.91,12.7,0.18,0.61,0.79,1.09,1.03
8,FW,0.19,1.37,0.14,0.25,34.5,57.7,1.96,224.1,2.21,0.53,1.56,24.4,0.5,1.15,2.02,1.37,0.56
9,FW,0.21,2.5,0.09,0.07,12.0,30.6,0.5,57.3,1.07,0.29,0.64,13.7,0.64,0.21,0.5,1.93,3.71
10,FW,0.11,1.25,0.09,0.0,15.8,35.8,0.91,84.5,1.14,0.0,1.25,22.7,0.91,0.91,1.02,1.82,2.16
11,FW,0.3,2.52,0.12,0.24,14.1,36.1,1.48,133.3,1.64,0.52,0.7,13.9,0.52,0.42,0.79,1.55,2.45
12,FW,0.13,2.99,0.04,0.13,14.2,31.1,1.27,123.1,1.4,0.19,0.45,15.2,0.38,0.57,0.64,0.96,0.89
13,FW,0.47,3.04,0.13,0.03,22.8,42.0,1.2,121.9,0.67,0.2,0.5,15.4,0.54,0.5,0.47,1.67,1.64
14,FW,0.24,2.77,0.09,0.24,13.7,28.9,1.57,85.7,0.24,0.6,0.72,16.0,0.96,0.36,0.48,2.17,2.17
15,FW,0.5,2.45,0.17,0.15,28.5,49.9,1.11,190.4,2.51,0.44,0.2,12.0,0.41,0.61,1.02,0.76,1.02
16,FW,0.92,3.17,0.29,0.08,15.4,29.4,0.5,62.3,0.75,0.17,0.17,16.3,0.25,0.42,1.42,0.58,0.75
17,FW,0.35,2.87,0.12,0.09,12.6,28.0,0.26,89.0,0.78,0.26,0.61,17.5,0.26,0.09,1.65,1.57,2.43
18,FW,0.62,2.73,0.2,0.04,13.8,35.4,1.45,98.4,0.37,0.21,0.37,15.1,0.95,0.25,0.7,1.2,2.4
19,FW,0.13,1.56,0.09,0.13,25.4,50.6,1.83,236.3,2.23,0.27,1.52,23.0,0.4,1.25,1.65,1.88,1.38
20,FW,0.0,1.58,0.0,0.18,12.5,27.4,1.4,88.1,0.53,0.35,0.53,10.7,0.88,0.18,1.4,0.53,2.11
21,FW,0.25,1.97,0.13,0.08,13.8,30.0,0.82,72.5,0.66,0.08,0.66,18.0,0.41,0.49,1.23,2.21,1.8
22,FW,1.0,4.75,0.21,0.0,13.0,29.0,0.5,82.3,1.0,0.75,0.5,17.8,0.25,0.25,0.75,1.75,2.0
23,FW,0.32,3.23,0.1,0.32,13.7,28.2,0.81,74.5,0.65,0.48,0.32,17.9,1.29,0.48,0.97,1.13,0.81
24,FW,0.11,1.67,0.0,0.0,14.4,34.6,0.44,64.4,0.44,0.11,1.11,17.4,0.44,0.67,0.67,2.67,4.56
25,FW,0.52,2.31,0.19,0.19,14.9,30.2,1.27,64.4,0.34,0.41,0.3,14.6,0.41,0.37,0.56,0.78,1.72
26,FW,0.36,2.91,0.13,0.36,23.1,49.6,0.36,120.4,0.55,0.55,0.55,21.3,1.45,1.09,1.64,2.55,9.64
27,FW,0.27,1.87,0.12,0.11,18.2,36.7,1.15,108.7,0.99,0.27,0.33,11.3,0.82,0.33,0.55,1.21,2.69
28,FW,0.53,3.62,0.09,0.07,16.7,39.2,0.92,112.3,0.66,0.2,0.46,12.8,0.46,0.46,0.92,1.84,4.28
29,FW,0.89,2.31,0.26,0.18,17.5,34.0,1.1,102.1,0.85,0.46,0.5,16.8,0.07,0.21,0.6,0.78,0.82
30,FW,0.3,2.73,0.11,0.15,11.7,27.9,1.67,77.6,0.91,0.3,0.0,11.7,0.3,0.3,0.61,0.76,1.67
31,FW,0.31,3.07,0.1,0.08,16.1,36.4,0.87,81.4,0.16,0.08,0.16,9.45,2.36,0.08,0.63,1.34,6.93
32,FW,0.94,4.1,0.17,0.42,36.7,52.8,1.25,180.2,0.94,0.73,0.17,9.06,0.52,0.24,0.35,0.49,0.63
33,FW,0.48,3.29,0.09,0.45,32.5,59.4,1.21,221.9,1.63,0.77,0.61,17.5,0.8,1.63,1.44,2.01,0.77
34,FW,0.46,2.66,0.17,0.0,11.1,31.4,2.2,77.0,0.5,0.12,0.33,15.3,0.95,0.37,1.04,2.32,3.15
35,FW,0.15,2.48,0.03,0.3,18.5,37.1,0.83,99.5,0.38,0.38,0.83,17.4,1.13,0.45,1.35,1.5,3.91
36,FW,0.37,1.96,0.19,0.09,12.5,27.7,1.31,52.5,0.28,0.28,0.65,19.8,0.09,0.19,0.56,1.78,1.78
37,FW,0.3,1.93,0.16,0.15,19.6,39.2,1.33,112.5,1.1,0.38,1.02,26.1,0.38,0.23,1.06,1.78,2.31
38,FW,0.36,2.42,0.15,0.3,17.7,38.5,0.88,163.6,1.72,0.63,0.79,16.9,0.24,1.15,1.42,0.79,1.21
39,FW,0.37,2.58,0.14,0.16,17.2,44.5,2.42,137.1,0.58,0.47,0.89,17.2,1.0,0.53,1.16,2.32,1.26
40,FW,0.27,2.19,0.13,0.0,11.4,31.8,1.55,119.6,0.87,0.14,0.55,17.2,0.37,0.59,1.0,1.74,4.29
41,FW,0.41,2.28,0.14,0.1,11.7,32.1,0.62,57.5,0.26,0.21,0.57,20.9,0.62,0.36,1.24,2.07,6.11
42,FW,0.07,1.18,0.06,0.14,33.8,50.3,0.56,142.2,2.36,0.28,1.04,11.7,0.21,0.83,0.63,0.21,0.76
43,FW,0.35,2.1,0.1,0.14,12.6,32.4,0.42,60.3,0.21,0.28,0.77,13.8,0.84,0.42,0.77,1.47,6.78
44,FW,0.35,1.74,0.2,0.1,14.7,26.7,0.45,71.7,0.74,0.32,0.13,8.81,0.32,0.13,0.23,0.77,1.0
45,FW,0.15,1.85,0.08,0.0,17.2,36.0,0.77,88.2,0.23,0.08,0.54,17.7,1.92,0.38,0.85,2.46,5.46
46,FW,0.24,2.12,0.11,0.12,21.2,34.8,0.47,45.9,0.35,0.24,0.24,12.4,0.82,1.06,1.06,1.06,0.59
47,FW,0.53,3.07,0.17,0.09,25.1,43.8,1.4,199.9,0.96,0.26,0.61,19.3,0.26,0.7,0.7,1.4,1.14
48,FW,0.53,2.87,0.19,0.0,12.7,31.2,0.32,50.4,0.32,0.0,0.53,9.79,1.06,0.43,0.32,1.28,7.45
49,FW,0.51,3.05,0.17,0.34,14.2,35.2,0.68,106.6,0.68,0.59,1.44,22.1,0.68,0.68,1.27,2.37,2.37
50,FW,0.19,3.27,0.06,0.0,11.0,26.7,0.71,98.5,1.28,0.19,0.45,14.2,0.19,0.51,0.71,0.9,0.71
51,FW,0.39,2.02,0.19,0.23,13.3,29.6,0.47,50.2,0.31,0.54,0.85,18.1,0.62,0.23,0.85,1.55,1.71
52,FW,0.48,2.12,0.2,0.0,16.9,32.3,1.12,85.7,0.51,0.16,0.61,18.1,0.32,0.38,0.58,0.9,0.96
53,FW,0.13,1.79,0.07,0.13,22.6,38.4,0.99,151.0,0.0,0.13,1.06,19.0,0.66,0.4,0.79,1.06,1.13
54,FW,0.59,3.6,0.13,0.07,15.4,36.6,0.59,70.9,1.8,0.37,0.37,12.4,0.48,0.48,0.66,1.4,3.2
55,FW,0.86,3.43,0.19,0.16,12.6,32.6,1.18,68.3,0.33,0.61,0.45,12.9,1.02,0.33,0.98,1.18,2.73
56,FW,0.06,3.12,0.02,0.83,38.7,66.0,4.01,381.8,6.11,1.02,1.21,15.2,0.06,0.83,0.7,0.7,0.32
57,FW,0.58,2.72,0.14,0.1,35.2,60.8,1.89,172.5,2.96,0.53,0.34,10.3,0.15,0.34,0.63,1.21,0.87
58,FW,0.46,2.84,0.16,0.05,10.8,31.3,0.52,44.8,0.26,0.21,0.41,13.8,0.82,0.31,0.93,2.27,3.56
59,FW,0.27,2.79,0.1,0.38,48.9,76.3,2.24,351.8,3.55,0.71,0.98,14.6,0.16,0.98,0.87,0.66,0.05
60,FW,0.35,2.62,0.14,0.35,13.8,29.3,0.92,96.1,0.5,0.5,0.64,14.9,0.28,0.64,0.78,1.63,2.27
61,FW,0.64,2.92,0.18,0.06,15.6,35.7,1.52,79.9,0.47,0.53,0.41,15.8,0.64,0.35,0.88,1.11,3.1
62,FW,0.38,3.58,0.11,0.28,37.2,56.1,3.21,261.8,2.08,0.38,0.94,15.4,0.19,0.38,0.85,1.51,0.94
63,FW,0.36,2.35,0.1,0.12,10.5,27.3,0.84,65.8,0.18,0.18,0.6,18.2,1.02,0.48,0.96,2.05,1.51
64,FW,0.13,2.38,0.06,0.04,18.6,39.9,1.97,180.4,2.2,0.18,1.03,16.8,0.27,0.49,1.21,1.26,0.31
65,FW,0.47,3.18,0.15,0.22,21.1,41.8,0.84,126.3,1.35,0.55,0.66,10.6,1.06,0.29,0.88,1.02,3.47
66,FW,0.34,2.18,0.13,0.17,18.1,39.3,1.55,124.4,0.46,0.17,0.75,19.5,0.92,0.63,1.38,1.61,2.64
67,FW,0.71,2.06,0.31,0.21,20.4,45.0,2.41,136.5,0.71,0.64,0.92,18.1,0.99,1.06,0.99,1.35,2.2
68,FW,0.15,1.56,0.1,0.15,25.6,46.1,1.33,149.6,1.19,0.37,1.26,21.4,0.44,1.41,1.78,0.81,2.0
69,FW,0.51,2.17,0.23,0.05,8.48,23.1,0.56,68.5,0.76,0.3,0.71,15.8,0.15,0.3,0.91,1.01,0.71
70,FW,0.35,2.54,0.11,0.07,8.87,23.5,0.42,40.8,0.28,0.28,0.35,16.1,1.27,0.35,0.92,0.77,3.24
71,FW,0.65,3.55,0.18,0.0,14.3,31.7,0.32,55.2,0.32,0.32,0.11,15.9,1.29,0.0,0.54,2.15,3.66
72,FW,1.08,4.86,0.22,0.0,36.8,62.2,2.16,230.3,1.08,0.54,0.54,19.2,0.0,0.81,1.35,2.7,0.27
73,FW,0.45,2.73,0.17,0.36,35.7,60.8,1.73,184.6,0.73,0.55,1.91,22.6,0.27,0.36,1.82,0.82,1.18
74,FW,0.38,2.46,0.16,0.21,37.5,56.2,1.69,197.2,2.5,0.55,0.64,17.4,0.04,0.72,0.51,0.72,0.34
75,FW,0.21,2.34,0.09,0.0,11.7,26.6,0.43,52.1,0.64,0.21,0.64,16.6,0.64,0.21,0.85,2.34,4.04
76,FW,0.42,2.45,0.15,0.11,24.1,40.3,0.72,145.2,0.87,0.3,0.49,17.8,0.04,0.53,0.6,0.64,0.45
77,FW,0.44,2.81,0.16,0.09,13.1,29.6,1.05,73.2,0.35,0.26,0.0,12.6,0.18,0.18,0.53,0.79,1.49
78,FW,0.21,2.01,0.1,0.12,19.4,41.7,0.66,178.9,5.11,0.21,1.08,13.4,0.63,1.86,1.65,0.99,0.24
79,FW,0.3,2.2,0.14,0.1,18.6,40.6,0.4,69.8,0.95,0.25,0.9,22.9,1.05,0.85,1.65,2.5,3.9
80,FW,0.18,1.46,0.13,0.14,16.5,30.5,0.18,51.9,0.59,0.23,0.96,15.9,1.1,0.68,0.73,1.23,2.6
81,FW,0.36,2.18,0.17,0.36,13.3,31.6,0.18,52.0,0.55,0.55,0.91,18.9,0.73,0.0,0.55,2.73,2.73
82,FW,0.52,2.9,0.15,0.14,16.0,33.7,0.14,36.0,0.19,0.29,0.52,18.0,0.95,0.19,0.9,1.62,4.67
83,FW,0.34,2.63,0.13,0.17,14.0,32.1,1.69,107.5,0.68,0.51,0.59,20.0,0.59,0.34,0.51,1.61,0.59
84,FW,0.23,1.94,0.12,0.05,12.2,29.7,0.37,65.1,0.83,0.18,0.28,10.6,0.78,0.18,0.41,2.53,4.06
85,FW,0.13,2.56,0.05,0.0,16.7,38.6,1.15,133.7,1.15,0.13,0.26,15.3,0.26,0.64,0.51,2.31,2.95
86,FW,0.27,2.63,0.06,0.23,26.9,52.2,2.52,217.1,2.1,0.53,0.76,14.1,0.11,1.26,1.15,1.3,3.13
87,FW,0.14,2.11,0.07,0.14,39.0,57.1,1.74,365.2,1.69,0.33,0.7,12.6,0.33,0.75,0.94,0.85,0.75
88,FW,0.61,3.6,0.12,0.18,17.5,34.9,1.83,142.7,2.01,0.49,0.18,7.93,0.06,0.12,0.49,0.18,0.12
89,FW,0.42,2.53,0.15,0.11,15.9,35.3,0.47,94.9,0.79,0.32,0.74,21.7,0.84,0.63,0.84,1.58,1.68
90,FW,0.2,2.65,0.08,0.41,11.6,29.6,2.04,104.5,0.41,0.61,1.22,16.9,0.2,0.41,1.22,2.86,3.06
91,FW,0.8,3.98,0.2,0.0,21.5,41.3,0.88,117.3,0.18,0.09,0.44,14.5,0.53,0.18,0.53,1.95,3.63
92,FW,1.04,3.49,0.22,0.38,16.0,33.7,0.61,76.5,0.38,0.66,0.09,12.8,1.37,0.19,0.57,0.8,2.36
93,FW,0.0,2.41,0.0,0.0,13.8,29.1,0.0,38.4,0.34,0.0,1.55,24.7,0.0,0.52,0.69,2.59,3.97
94,FW,0.2,2.24,0.09,0.1,22.9,46.8,1.53,167.3,2.24,0.31,0.71,20.0,0.31,0.31,1.02,2.35,0.41
95,FW,0.38,2.13,0.18,0.09,12.0,33.0,0.6,75.1,0.43,0.26,0.21,10.1,1.11,0.13,0.51,2.47,4.38
96,FW,0.29,1.94,0.07,0.16,17.3,37.9,1.59,132.3,1.42,0.26,0.84,22.8,0.42,0.58,1.13,2.2,0.78
97,FW,0.71,4.34,0.16,0.18,28.0,49.2,0.27,117.3,0.71,0.44,0.0,9.03,0.88,0.62,0.35,1.33,5.13
98,FW,0.35,2.46,0.14,0.0,10.5,21.8,0.18,49.4,0.35,0.35,0.26,16.5,1.14,0.7,0.26,1.32,0.44
99,FW,0.57,2.17,0.18,0.0,13.8,29.7,0.97,81.1,0.34,0.23,0.23,14.9,0.29,0.4,0.51,1.49,1.37
100,FW,0.29,2.21,0.13,0.36,19.4,38.6,1.14,126.7,0.71,0.57,0.64,17.4,0.71,0.29,1.14,1.86,1.07
101,FW,0.14,2.22,0.06,0.14,31.9,51.3,2.5,232.8,1.25,0.28,0.97,19.0,0.14,0.69,1.67,0.97,0.69
102,FW,0.9,3.62,0.18,0.07,23.1,41.6,0.56,128.4,0.83,0.47,0.3,15.1,0.5,0.4,0.47,1.2,0.6
103,FW,0.33,2.27,0.13,0.28,12.2,29.5,0.62,77.3,0.81,0.38,0.52,18.2,0.9,0.71,1.42,0.95,1.09
104,FW,0.43,3.19,0.02,0.31,47.2,71.1,1.93,280.1,2.05,0.63,0.83,14.2,0.0,1.57,1.3,0.75,0.2
105,FW,0.25,2.98,0.06,0.08,13.9,31.1,2.02,121.1,0.92,0.21,0.38,10.9,0.34,0.17,0.63,1.39,1.3
106,FW,0.28,2.25,0.13,0.0,12.7,34.1,0.56,57.2,0.56,0.0,0.85,21.0,0.7,0.28,0.28,2.68,5.07
107,FW,0.26,2.78,0.09,0.13,14.5,34.9,1.26,129.4,1.62,0.23,0.58,14.7,0.71,0.45,0.97,1.46,2.01
108,FW,0.38,3.01,0.11,0.38,30.5,49.4,2.15,190.6,1.29,0.86,0.57,14.1,0.33,0.86,1.2,1.44,1.0
109,FW,0.21,1.95,0.09,0.14,19.1,41.4,1.54,108.4,0.68,0.51,0.79,15.2,0.92,0.65,1.23,1.88,2.53
110,FW,0.82,3.56,0.23,0.0,19.3,40.5,0.55,61.6,0.0,0.0,1.37,13.8,1.37,0.41,0.41,1.23,4.93
111,FW,0.51,1.8,0.19,0.22,23.2,39.7,0.51,113.8,0.34,0.34,0.73,12.6,0.73,0.45,0.45,0.73,1.18
112,FW,0.4,2.59,0.09,0.12,19.8,43.9,0.55,55.8,1.15,0.26,0.23,13.3,1.35,0.32,0.75,1.35,9.05
113,FW,0.57,3.46,0.16,0.15,21.6,42.9,1.52,151.9,0.61,0.53,0.8,22.4,0.23,0.65,0.72,1.52,1.41
114,FW,0.53,3.98,0.13,0.09,23.4,46.3,1.42,149.5,0.71,0.27,0.27,11.2,0.71,0.35,0.44,0.88,2.12
115,FW,0.24,3.9,0.06,0.73,13.2,29.8,1.71,79.3,0.24,0.73,0.49,10.7,0.98,0.49,0.49,0.98,2.68
116,FW,0.68,2.32,0.29,0.17,17.6,33.7,1.14,110.3,0.38,0.25,1.22,19.4,0.38,0.72,1.18,1.9,1.14
117,FW,0.57,2.71,0.21,0.33,36.5,59.9,3.85,363.8,1.97,0.84,1.17,18.4,0.1,0.47,0.97,1.4,0.13
118,FW,0.3,3.03,0.1,0.0,29.7,47.3,0.61,164.2,1.21,0.3,0.61,13.6,0.3,0.61,0.91,1.52,1.21
119,FW,0.18,3.21,0.06,0.0,24.3,43.4,1.25,142.0,1.25,0.0,1.25,22.3,0.18,1.25,1.96,1.07,0.89
120,FW,0.44,2.65,0.14,0.07,19.6,40.4,0.44,70.1,0.44,0.22,0.29,17.9,0.74,0.51,0.66,0.96,6.03
121,FW,0.5,2.51,0.17,0.0,16.9,33.1,0.88,131.4,0.59,0.17,0.33,14.1,0.0,0.33,0.33,0.59,0.33
122,FW,0.89,2.89,0.31,0.22,18.9,38.9,0.67,64.7,0.22,0.44,0.22,7.78,0.44,0.0,0.67,3.56,1.33
123,FW,0.47,3.65,0.1,0.25,18.4,39.9,1.87,147.4,1.11,0.58,0.28,10.5,1.06,0.19,0.61,1.28,2.65
124,FW,0.41,2.3,0.18,0.16,14.7,32.8,1.64,101.4,0.9,0.16,0.49,14.3,0.33,0.33,0.74,1.97,1.97
125,FW,0.24,2.46,0.08,0.05,17.0,38.6,0.68,120.6,1.06,0.19,0.58,16.5,0.63,0.48,0.68,1.21,3.96
126,FW,0.2,1.92,0.08,0.12,15.5,34.6,1.52,111.8,0.96,0.28,0.84,19.4,1.08,0.48,0.84,1.76,3.72
127,FW,0.19,2.34,0.03,0.06,15.0,39.4,0.63,56.1,1.2,0.06,0.06,16.0,1.77,0.38,0.82,2.09,8.48
128,FW,0.24,2.14,0.11,0.0,12.1,35.0,1.43,105.2,0.95,0.24,0.48,19.3,0.71,0.71,0.95,1.9,1.9
129,FW,0.62,1.73,0.36,0.12,12.5,28.8,0.37,80.7,0.62,0.37,0.74,15.7,0.37,0.25,0.86,1.6,1.73
130,FW,0.2,2.4,0.08,0.2,13.8,37.2,3.0,102.6,1.2,0.6,0.8,22.8,0.2,0.0,1.4,1.8,3.6
131,FW,0.0,2.5,0.0,0.23,15.9,36.1,1.59,61.1,0.0,0.23,0.23,19.8,0.0,0.0,1.59,3.18,2.73
132,FW,0.37,3.15,0.12,0.0,13.0,28.9,0.0,48.5,0.74,0.19,0.19,7.59,1.11,0.37,0.56,1.3,6.11
133,FW,0.4,2.74,0.12,0.26,14.3,32.4,0.56,80.8,1.29,0.59,0.5,19.3,0.63,0.56,1.02,1.16,2.9
134,FW,0.79,3.42,0.23,0.0,16.1,37.6,1.05,118.7,1.32,0.0,0.26,12.6,2.11,1.05,0.79,0.79,3.68
135,FW,0.44,1.95,0.23,0.18,36.2,56.3,1.5,239.5,0.97,0.35,2.48,20.0,0.27,0.97,1.33,1.95,0.8
136,FW,0.45,2.09,0.21,0.0,19.1,42.1,1.34,151.3,0.9,0.0,0.3,8.51,0.75,0.0,0.6,1.19,2.99
137,FW,0.18,2.11,0.08,0.0,15.6,37.5,1.4,62.5,0.0,0.0,0.53,21.8,0.7,0.7,0.88,1.23,4.91
138,FW,0.21,1.44,0.14,0.0,12.6,33.7,1.34,96.1,1.65,0.0,0.41,20.5,1.13,0.1,1.03,1.55,3.92
139,FW,0.31,2.3,0.14,0.19,12.7,34.7,0.99,121.6,1.74,0.19,0.5,24.3,0.81,0.56,0.99,1.37,2.36
140,FW,0.38,3.36,0.11,0.35,20.0,41.6,3.67,267.9,2.39,0.73,0.62,9.24,0.17,0.76,0.73,1.0,1.25
141,FW,1.07,4.8,0.19,0.09,18.0,36.7,1.13,109.0,0.89,0.46,0.24,9.79,0.24,0.37,0.73,0.76,2.14
142,FW,0.29,2.65,0.11,0.0,13.5,41.2,0.59,53.8,1.18,0.0,0.88,24.4,0.29,0.29,0.88,2.65,7.94
143,FW,0.28,2.85,0.1,0.28,26.1,46.6,1.51,236.3,2.4,0.61,0.78,18.0,0.34,0.78,1.51,1.79,0.61
144,FW,0.45,2.37,0.17,0.0,13.2,28.5,1.07,71.4,0.51,0.28,0.17,10.7,1.19,0.06,0.56,0.45,2.71
145,FW,0.34,1.55,0.22,0.0,19.3,35.0,0.34,64.0,0.34,0.0,0.17,17.1,0.52,0.17,0.34,2.76,3.45
146,FW,0.66,3.37,0.13,0.3,46.2,67.2,1.57,290.4,3.25,0.42,0.36,11.6,0.06,0.78,0.96,0.6,0.72
147,FW,0.27,2.51,0.11,0.16,21.4,42.1,1.07,162.9,1.87,0.64,0.64,12.5,0.59,0.43,0.86,0.59,0.48
148,FW,0.26,2.6,0.06,0.0,17.3,39.9,1.07,107.4,0.31,0.2,0.51,18.9,0.82,0.31,0.87,3.11,3.67
149,FW,0.21,2.55,0.08,0.0,11.3,25.1,0.0,81.1,1.28,0.0,0.0,7.23,0.64,0.64,0.64,0.21,0.64
150,FW,0.51,3.16,0.16,0.06,26.2,49.7,1.66,211.1,1.63,0.42,0.58,14.4,0.32,0.48,1.15,1.66,0.93
151,FW,0.59,3.56,0.14,0.0,13.8,34.8,1.49,89.3,0.5,0.3,0.79,22.9,0.2,0.1,0.69,2.18,2.67
152,FW,0.26,3.68,0.07,0.26,11.6,25.8,1.32,76.3,0.53,0.53,0.53,16.6,1.05,0.26,0.26,0.53,3.16
153,FW,0.3,1.96,0.13,0.13,13.4,29.6,0.51,80.7,0.43,0.26,0.6,18.6,0.38,0.26,0.6,3.15,1.15
154,FW,0.83,4.37,0.16,0.12,15.7,34.8,0.83,97.6,0.71,0.39,0.71,14.9,0.28,0.87,0.98,1.65,1.3
155,FW,0.13,1.2,0.11,0.0,18.0,39.3,0.67,106.8,0.8,0.0,0.53,14.7,0.67,0.67,0.67,3.07,3.47
156,FW,0.39,2.91,0.14,0.08,13.3,30.6,1.26,72.4,0.71,0.16,0.39,19.6,1.18,0.31,0.94,1.5,3.31
157,FW,0.32,2.33,0.12,0.08,18.9,35.0,1.3,98.3,0.2,0.12,0.47,20.1,0.12,0.4,0.83,1.46,0.95
158,FW,0.52,1.38,0.31,0.09,16.7,33.1,1.29,101.1,0.6,0.52,0.43,13.6,0.26,0.78,1.29,1.12,1.98
159,FW,0.83,4.29,0.17,0.54,34.6,58.9,3.3,249.2,2.56,1.13,0.33,8.36,0.39,0.42,0.15,0.8,0.18
160,FW,0.12,2.38,0.04,0.22,16.8,37.8,1.15,133.9,1.67,0.37,0.77,15.6,0.65,0.71,1.18,0.71,1.05
161,FW,0.0,1.04,0.0,0.0,10.8,30.8,2.08,158.3,2.5,0.21,0.63,16.7,0.0,0.42,2.08,1.46,2.5
162,FW,0.79,2.37,0.33,0.26,21.8,51.1,1.05,116.3,2.11,1.05,1.84,23.7,0.0,0.26,2.11,3.68,4.47
163,FW,0.45,3.38,0.11,0.13,19.7,34.2,0.32,78.0,0.19,0.38,0.32,15.4,0.7,0.25,0.7,1.34,2.1
164,FW,0.27,2.24,0.12,0.11,17.3,38.7,0.46,78.4,0.46,0.27,0.8,19.3,0.87,0.57,1.37,2.13,5.36
165,FW,0.5,3.03,0.16,0.0,12.0,28.5,0.8,76.8,0.45,0.25,0.35,14.1,0.85,0.2,0.4,1.64,3.53
166,FW,0.69,3.69,0.18,0.14,10.1,26.3,0.34,33.4,0.41,0.17,0.21,12.7,1.24,0.21,0.41,1.41,3.76
167,FW,0.27,1.93,0.1,0.13,14.1,30.3,1.23,90.1,0.5,0.33,0.47,14.7,0.8,0.33,0.73,0.93,1.96
168,FW,0.46,2.06,0.22,0.23,15.8,34.1,0.32,61.7,0.46,0.23,0.28,10.2,0.55,0.28,0.69,1.1,4.95
169,FW,0.35,2.34,0.13,0.16,20.0,40.5,1.05,162.2,1.09,0.47,0.59,17.0,0.74,0.63,1.45,1.91,1.52
170,FW,0.68,2.73,0.22,0.23,24.5,48.3,2.58,164.8,0.98,0.45,0.3,8.64,0.98,0.53,0.68,1.06,2.27
171,FW,0.35,2.8,0.1,0.08,17.6,40.5,0.39,97.5,0.43,0.35,0.51,21.1,0.51,0.47,0.74,1.98,9.77
172,FW,0.53,3.22,0.13,0.47,32.8,60.9,3.22,214.1,1.87,0.88,0.41,13.2,0.29,0.53,0.88,0.94,1.93
173,FW,0.31,3.06,0.06,0.19,16.5,42.6,0.5,91.3,0.5,0.38,0.19,11.0,1.63,0.69,1.44,1.81,9.0
174,FW,0.29,2.71,0.08,0.08,13.5,32.8,0.75,66.4,0.79,0.13,0.08,8.08,0.83,0.38,0.67,0.96,5.42
175,FW,0.53,2.11,0.25,0.26,7.11,23.9,1.05,41.8,0.53,0.53,0.53,20.3,0.26,0.53,0.79,3.68,1.84
176,FW,0.17,2.44,0.05,0.06,17.2,35.3,0.63,71.0,0.4,0.28,0.0,12.4,0.91,0.34,0.51,0.8,3.64
177,FW,0.35,2.91,0.12,0.12,13.4,35.6,0.81,68.5,0.35,0.23,0.81,18.4,0.35,0.12,0.81,2.91,2.79
178,FW,0.39,2.17,0.18,0.23,12.6,29.7,0.78,65.3,0.62,0.47,0.54,14.7,0.54,0.23,1.24,1.16,2.64
179,FW,0.0,2.0,0.0,0.0,13.8,36.4,2.0,146.9,0.67,0.0,0.22,22.2,0.0,0.67,0.67,2.67,0.22
180,FW,0.2,2.35,0.09,0.0,14.9,34.7,0.92,89.4,0.1,0.0,0.51,19.3,1.22,0.41,1.63,2.35,5.51
181,FW,0.54,3.01,0.18,0.11,20.1,40.1,1.4,174.9,1.18,0.43,0.75,19.1,0.75,0.65,0.75,2.26,0.97
182,FW,0.11,2.13,0.05,0.11,14.6,32.4,0.64,58.7,0.0,0.21,0.43,12.7,0.74,0.43,0.85,1.38,2.23
183,FW,0.17,1.85,0.09,0.08,16.9,33.9,1.01,139.8,0.34,0.17,0.25,14.8,1.18,0.17,0.67,2.77,1.93
184,FW,0.25,2.16,0.12,0.17,28.0,53.8,1.95,195.7,2.5,0.3,1.14,16.9,1.02,1.19,1.65,1.99,1.31
185,FW,0.19,2.48,0.08,0.31,13.6,39.6,2.1,116.8,2.14,0.5,0.46,20.3,0.23,0.42,1.41,1.68,2.75
186,FW,0.3,2.68,0.08,0.15,25.1,50.5,1.36,179.4,2.73,0.25,0.51,12.9,0.56,0.4,0.86,1.06,1.41
187,FW,0.64,4.14,0.15,0.09,11.2,29.8,1.0,133.7,0.64,0.36,0.41,14.0,0.77,0.41,0.77,1.64,2.09
188,FW,0.53,4.74,0.07,0.0,17.5,44.4,1.58,97.0,0.7,0.18,0.35,14.0,1.05,0.53,0.18,1.58,2.81
189,FW,0.3,2.13,0.14,0.06,19.8,40.1,0.3,43.2,0.41,0.18,0.47,11.4,0.77,0.41,1.07,2.78,8.82
